id,perm,al,ajuste,le,a,b,c,En,Vol,Ae,a_stmz,b_stmz,c_stmz,a_mag,b_mag,c_mag,d_mag,e_mag,x_mag,OuterDiam,IntDiam,HT,WinArea
55293,14,7.0,0.92,21.8,0.01,4.36e-09,2.385,0.05,206.0,9.45,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,10.29,4.27,4.6,14.3
55292,26,14.0,0.92,21.8,0.01,1.09e-08,2.505,0.05,206.0,9.45,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,10.29,4.27,4.6,14.3
55291,60,32.0,0.92,21.8,0.01,1.17e-07,2.436,0.05,206.0,9.45,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,10.29,4.27,4.6,14.3
55290,125,66.0,0.92,21.8,0.01,4.06e-07,2.518,0.05,206.0,9.45,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,10.29,4.27,4.6,14.3
55289,147,78.0,0.92,21.8,0.01,9.12e-07,2.43,0.05,206.0,9.45,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,10.29,4.27,4.6,14.3
55288,160,84.0,0.92,21.8,0.01,9.53e-07,2.477,0.05,206.0,9.45,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,10.29,4.27,4.6,14.3
55284,173,92.0,0.92,21.8,0.01,8.08e-07,2.563,0.05,206.0,9.45,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,10.29,4.27,4.6,14.3
55287,200,105.0,0.92,21.8,0.01,1.5e-06,2.477,0.05,206.0,9.45,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,10.29,4.27,4.6,14.3
55285,300,159.0,0.92,21.8,0.01,4.91e-06,2.43,0.05,206.0,9.45,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,10.29,4.27,4.6,14.3
55286,550,290.0,0.92,21.8,0.01,0.00056,1.71,0.05,206.0,9.45,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,10.29,4.27,4.6,14.3
55043,14,7.0,0.92,23.0,0.01,4.36e-09,2.385,0.08,220.0,9.57,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,10.8,4.57,4.6,16.4
55042,26,14.0,0.92,23.0,0.01,1.09e-08,2.505,0.08,220.0,9.57,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,10.8,4.57,4.6,16.4
55041,60,32.0,0.92,23.0,0.01,1.17e-07,2.436,0.08,220.0,9.57,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,10.8,4.57,4.6,16.4
55040,125,66.0,0.92,23.0,0.01,4.06e-07,2.518,0.08,220.0,9.57,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,10.8,4.57,4.6,16.4
55039,147,78.0,0.92,23.0,0.01,9.12e-07,2.43,0.08,220.0,9.57,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,10.8,4.57,4.6,16.4
55038,160,84.0,0.92,23.0,0.01,9.53e-07,2.477,0.08,220.0,9.57,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,10.8,4.57,4.6,16.4
55034,173,92.0,0.92,23.0,0.01,8.08e-07,2.563,0.08,220.0,9.57,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,10.8,4.57,4.6,16.4
55037,200,105.0,0.92,23.0,0.01,1.5e-06,2.477,0.08,220.0,9.57,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,10.8,4.57,4.6,16.4
55035,300,159.0,0.92,23.0,0.01,4.91e-06,2.43,0.08,220.0,9.57,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,10.8,4.57,4.6,16.4
55036,550,290.0,0.92,23.0,0.01,0.00056,1.71,0.08,220.0,9.57,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,10.8,4.57,4.6,16.4
55133,14,6.0,0.92,26.9,0.01,4.36e-09,2.385,0.1,244.0,9.06,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,11.81,5.84,4.6,26.8
55132,26,11.0,0.92,26.9,0.01,1.09e-08,2.505,0.1,244.0,9.06,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,11.81,5.84,4.6,26.8
55131,60,26.0,0.92,26.9,0.01,1.17e-07,2.436,0.1,244.0,9.06,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,11.81,5.84,4.6,26.8
55130,125,53.0,0.92,26.9,0.01,4.06e-07,2.518,0.1,244.0,9.06,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,11.81,5.84,4.6,26.8
55129,147,63.0,0.92,26.9,0.01,9.12e-07,2.43,0.1,244.0,9.06,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,11.81,5.84,4.6,26.8
55128,160,68.0,0.92,26.9,0.01,9.53e-07,2.477,0.1,244.0,9.06,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,11.81,5.84,4.6,26.8
55124,173,74.0,0.92,26.9,0.01,8.08e-07,2.563,0.1,244.0,9.06,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,11.81,5.84,4.6,26.8
55127,200,85.0,0.92,26.9,0.01,1.5e-06,2.477,0.1,244.0,9.06,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,11.81,5.84,4.6,26.8
55125,300,127.0,0.92,26.9,0.01,4.91e-06,2.43,0.1,244.0,9.06,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,11.81,5.84,4.6,26.8
55053,14,6.4,0.92,31.2,0.01,4.36e-09,2.385,0.2,340.0,10.9,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,13.46,6.99,5.51,38.3
55052,26,12.0,0.92,31.2,0.01,1.09e-08,2.505,0.2,340.0,10.9,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,13.46,6.99,5.51,38.3
55051,60,27.0,0.92,31.2,0.01,1.17e-07,2.436,0.2,340.0,10.9,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,13.46,6.99,5.51,38.3
55050,125,56.0,0.92,31.2,0.01,4.06e-07,2.518,0.2,340.0,10.9,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,13.46,6.99,5.51,38.3
55049,147,67.0,0.92,31.2,0.01,9.12e-07,2.43,0.2,340.0,10.9,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,13.46,6.99,5.51,38.3
55048,160,72.0,0.92,31.2,0.01,9.53e-07,2.477,0.2,340.0,10.9,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,13.46,6.99,5.51,38.3
55044,173,79.0,0.92,31.2,0.01,8.08e-07,2.563,0.2,340.0,10.9,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,13.46,6.99,5.51,38.3
55047,200,90.0,0.92,31.2,0.01,1.5e-06,2.477,0.2,340.0,10.9,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,13.46,6.99,5.51,38.3
55045,300,134.0,0.92,31.2,0.01,4.91e-06,2.43,0.2,340.0,10.9,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,13.46,6.99,5.51,38.3
55046,550,255.0,0.92,31.2,0.01,0.00056,1.71,0.2,340.0,10.9,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,13.46,6.99,5.51,38.3
55123,14,8.0,0.92,41.2,0.01,4.36e-09,2.385,0.7,791.0,19.2,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,17.27,9.53,7.11,71.2
55122,26,15.0,0.92,41.2,0.01,1.09e-08,2.505,0.7,791.0,19.2,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,17.27,9.53,7.11,71.2
55121,60,35.0,0.92,41.2,0.01,1.17e-07,2.436,0.7,791.0,19.2,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,17.27,9.53,7.11,71.2
55120,125,72.0,0.92,41.2,0.01,4.06e-07,2.518,0.7,791.0,19.2,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,17.27,9.53,7.11,71.2
55119,147,88.0,0.92,41.2,0.01,9.12e-07,2.43,0.7,791.0,19.2,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,17.27,9.53,7.11,71.2
55118,160,92.0,0.92,41.2,0.01,9.53e-07,2.477,0.7,791.0,19.2,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,17.27,9.53,7.11,71.2
55114,173,104.0,0.92,41.2,0.01,8.08e-07,2.563,0.7,791.0,19.2,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,17.27,9.53,7.11,71.2
55117,200,115.0,0.92,41.2,0.01,1.5e-06,2.477,0.7,791.0,19.2,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,17.27,9.53,7.11,71.2
55115,300,173.0,0.92,41.2,0.01,4.91e-06,2.43,0.7,791.0,19.2,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,17.27,9.53,7.11,71.2
55116,550,317.0,0.92,41.2,0.01,0.00056,1.71,0.7,791.0,19.2,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,17.27,9.53,7.11,71.2
55383,14,10.0,0.92,41.4,0.01,4.36e-09,2.385,0.7,960.0,23.2,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,18.03,9.02,7.11,63.8
55382,26,19.0,0.92,41.4,0.01,1.09e-08,2.505,0.7,960.0,23.2,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,18.03,9.02,7.11,63.8
55381,60,43.0,0.92,41.4,0.01,1.17e-07,2.436,0.7,960.0,23.2,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,18.03,9.02,7.11,63.8
55380,125,89.0,0.92,41.4,0.01,4.06e-07,2.518,0.7,960.0,23.2,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,18.03,9.02,7.11,63.8
55379,147,105.0,0.92,41.4,0.01,9.12e-07,2.43,0.7,960.0,23.2,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,18.03,9.02,7.11,63.8
55378,160,114.0,0.92,41.4,0.01,9.53e-07,2.477,0.7,960.0,23.2,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,18.03,9.02,7.11,63.8
55374,173,123.0,0.92,41.4,0.01,8.08e-07,2.563,0.7,960.0,23.2,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,18.03,9.02,7.11,63.8
55377,200,142.0,0.92,41.4,0.01,1.5e-06,2.477,0.7,960.0,23.2,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,18.03,9.02,7.11,63.8
55375,300,214.0,0.92,41.4,0.01,4.91e-06,2.43,0.7,960.0,23.2,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,18.03,9.02,7.11,63.8
55209,14,7.8,0.92,50.9,0.01,4.36e-09,2.385,1.0,1120.0,22.1,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,21.08,12.07,7.11,114.0
55208,26,14.0,0.92,50.9,0.01,1.09e-08,2.505,1.0,1120.0,22.1,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,21.08,12.07,7.11,114.0
55848,60,32.0,0.92,50.9,0.01,1.17e-07,2.436,1.0,1120.0,22.1,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,21.08,12.07,7.11,114.0
55206,125,68.0,0.92,50.9,0.01,4.06e-07,2.518,1.0,1120.0,22.1,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,21.08,12.07,7.11,114.0
55205,147,81.0,0.92,50.9,0.01,9.12e-07,2.43,1.0,1120.0,22.1,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,21.08,12.07,7.11,114.0
55204,160,87.0,0.92,50.9,0.01,9.53e-07,2.477,1.0,1120.0,22.1,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,21.08,12.07,7.11,114.0
55200,173,96.0,0.92,50.9,0.01,8.08e-07,2.563,1.0,1120.0,22.1,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,21.08,12.07,7.11,114.0
55203,200,109.0,0.92,50.9,0.01,1.5e-06,2.477,1.0,1120.0,22.1,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,21.08,12.07,7.11,114.0
55201,300,163.0,0.92,50.9,0.01,4.91e-06,2.43,1.0,1120.0,22.1,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,21.08,12.07,7.11,114.0
55202,550,320.0,0.92,50.9,0.01,0.00056,1.71,1.0,1120.0,22.1,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,21.08,12.07,7.11,114.0
55313,14,9.9,0.92,56.7,0.01,4.36e-09,2.385,2.0,1800.0,31.7,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,23.62,13.34,8.38,139.0
55312,26,19.0,0.92,56.7,0.01,1.09e-08,2.505,2.0,1800.0,31.7,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,23.62,13.34,8.38,139.0
55059,60,43.0,0.92,56.7,0.01,1.17e-07,2.436,2.0,1800.0,31.7,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,23.62,13.34,8.38,139.0
55310,125,90.0,0.92,56.7,0.01,4.06e-07,2.518,2.0,1800.0,31.7,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,23.62,13.34,8.38,139.0
55309,147,106.0,0.92,56.7,0.01,9.12e-07,2.43,2.0,1800.0,31.7,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,23.62,13.34,8.38,139.0
55308,160,115.0,0.92,56.7,0.01,9.53e-07,2.477,2.0,1800.0,31.7,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,23.62,13.34,8.38,139.0
55304,173,124.0,0.92,56.7,0.01,8.08e-07,2.563,2.0,1800.0,31.7,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,23.62,13.34,8.38,139.0
55307,200,144.0,0.92,56.7,0.01,1.5e-06,2.477,2.0,1800.0,31.7,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,23.62,13.34,8.38,139.0
55305,300,216.0,0.92,56.7,0.01,4.91e-06,2.43,2.0,1800.0,31.7,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,23.62,13.34,8.38,139.0
55306,550,396.0,0.92,56.7,0.01,0.00056,1.71,2.0,1800.0,31.7,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,23.62,13.34,8.38,139.0
55353,14,12.0,0.92,58.8,0.01,4.36e-09,2.385,3.0,2280.0,38.8,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,24.33,13.77,9.65,149.0
55352,26,22.0,0.92,58.8,0.01,1.09e-08,2.505,3.0,2280.0,38.8,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,24.33,13.77,9.65,149.0
55351,60,51.0,0.92,58.8,0.01,1.17e-07,2.436,3.0,2280.0,38.8,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,24.33,13.77,9.65,149.0
55350,125,105.0,0.92,58.8,0.01,4.06e-07,2.518,3.0,2280.0,38.8,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,24.33,13.77,9.65,149.0
55349,147,124.0,0.92,58.8,0.01,9.12e-07,2.43,3.0,2280.0,38.8,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,24.33,13.77,9.65,149.0
55348,160,135.0,0.92,58.8,0.01,9.53e-07,2.477,3.0,2280.0,38.8,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,24.33,13.77,9.65,149.0
55344,173,146.0,0.92,58.8,0.01,8.08e-07,2.563,3.0,2280.0,38.8,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,24.33,13.77,9.65,149.0
55347,200,169.0,0.92,58.8,0.01,1.5e-06,2.477,3.0,2280.0,38.8,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,24.33,13.77,9.65,149.0
55345,300,253.0,0.92,58.8,0.01,4.91e-06,2.43,3.0,2280.0,38.8,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,24.33,13.77,9.65,149.0
55933,14,18.0,0.92,63.5,0.01,4.36e-09,2.385,5.0,4150.0,65.4,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,27.69,14.1,11.94,156.0
55932,26,32.0,0.92,63.5,0.01,1.09e-08,2.505,5.0,4150.0,65.4,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,27.69,14.1,11.94,156.0
55894,60,75.0,0.92,63.5,0.01,1.17e-07,2.436,5.0,4150.0,65.4,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,27.69,14.1,11.94,156.0
55930,125,157.0,0.92,63.5,0.01,4.06e-07,2.518,5.0,4150.0,65.4,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,27.69,14.1,11.94,156.0
55929,147,185.0,0.92,63.5,0.01,9.12e-07,2.43,5.0,4150.0,65.4,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,27.69,14.1,11.94,156.0
55928,160,201.0,0.92,63.5,0.01,9.53e-07,2.477,5.0,4150.0,65.4,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,27.69,14.1,11.94,156.0
55924,173,217.0,0.92,63.5,0.01,8.08e-07,2.563,5.0,4150.0,65.4,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,27.69,14.1,11.94,156.0
55927,200,251.0,0.92,63.5,0.01,1.5e-06,2.477,5.0,4150.0,65.4,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,27.69,14.1,11.94,156.0
55925,300,377.0,0.92,63.5,0.01,4.91e-06,2.43,5.0,4150.0,65.4,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,27.69,14.1,11.94,156.0
55926,550,740.0,0.92,63.5,0.01,0.00056,1.71,5.0,4150.0,65.4,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,27.69,14.1,11.94,156.0
55551,14,14.0,0.92,81.4,0.01,4.36e-09,2.385,9.0,5340.0,65.6,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,33.66,19.46,11.43,297.0
55550,26,28.0,0.92,81.4,0.01,1.09e-08,2.505,9.0,5340.0,65.6,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,33.66,19.46,11.43,297.0
55071,60,61.0,0.92,81.4,0.01,1.17e-07,2.436,9.0,5340.0,65.6,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,33.66,19.46,11.43,297.0
55548,125,127.0,0.92,81.4,0.01,4.06e-07,2.518,9.0,5340.0,65.6,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,33.66,19.46,11.43,297.0
55547,147,150.0,0.92,81.4,0.01,9.12e-07,2.43,9.0,5340.0,65.6,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,33.66,19.46,11.43,297.0
55546,160,163.0,0.92,81.4,0.01,9.53e-07,2.477,9.0,5340.0,65.6,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,33.66,19.46,11.43,297.0
55542,173,176.0,0.92,81.4,0.01,8.08e-07,2.563,9.0,5340.0,65.6,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,33.66,19.46,11.43,297.0
55545,200,203.0,0.92,81.4,0.01,1.5e-06,2.477,9.0,5340.0,65.6,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,33.66,19.46,11.43,297.0
55543,300,305.0,0.92,81.4,0.01,4.91e-06,2.43,9.0,5340.0,65.6,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,33.66,19.46,11.43,297.0
55544,550,559.0,0.92,81.4,0.01,0.00056,1.71,9.0,5340.0,65.6,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,33.66,19.46,11.43,297.0
55588,14,9.0,0.92,89.5,0.01,4.36e-09,2.385,9.0,4150.0,46.4,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,35.18,22.56,9.78,399.0
55587,26,16.0,0.92,89.5,0.01,1.09e-08,2.505,9.0,4150.0,46.4,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,35.18,22.56,9.78,399.0
55586,60,38.0,0.92,89.5,0.01,1.17e-07,2.436,9.0,4150.0,46.4,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,35.18,22.56,9.78,399.0
55585,125,79.0,0.92,89.5,0.01,4.06e-07,2.518,9.0,4150.0,46.4,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,35.18,22.56,9.78,399.0
55584,147,93.0,0.92,89.5,0.01,9.12e-07,2.43,9.0,4150.0,46.4,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,35.18,22.56,9.78,399.0
55583,160,101.0,0.92,89.5,0.01,9.53e-07,2.477,9.0,4150.0,46.4,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,35.18,22.56,9.78,399.0
55579,173,109.0,0.92,89.5,0.01,8.08e-07,2.563,9.0,4150.0,46.4,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,35.18,22.56,9.78,399.0
55582,200,126.0,0.92,89.5,0.01,1.5e-06,2.477,9.0,4150.0,46.4,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,35.18,22.56,9.78,399.0
55580,300,190.0,0.92,89.5,0.01,4.91e-06,2.43,9.0,4150.0,46.4,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,35.18,22.56,9.78,399.0
55581,550,348.0,0.92,89.5,0.01,0.00056,1.71,9.0,4150.0,46.4,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,35.18,22.56,9.78,399.0
55327,14,13.0,0.92,89.8,0.01,4.36e-09,2.385,10.0,6090.0,67.8,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,36.7,21.54,11.35,364.0
55326,26,24.0,0.92,89.8,0.01,1.09e-08,2.505,10.0,6090.0,67.8,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,36.7,21.54,11.35,364.0
55076,60,56.0,0.92,89.8,0.01,1.17e-07,2.436,10.0,6090.0,67.8,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,36.7,21.54,11.35,364.0
55324,125,117.0,0.92,89.8,0.01,4.06e-07,2.518,10.0,6090.0,67.8,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,36.7,21.54,11.35,364.0
55323,147,138.0,0.92,89.8,0.01,9.12e-07,2.43,10.0,6090.0,67.8,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,36.7,21.54,11.35,364.0
55322,160,150.0,0.92,89.8,0.01,9.53e-07,2.477,10.0,6090.0,67.8,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,36.7,21.54,11.35,364.0
55318,173,162.0,0.92,89.8,0.01,8.08e-07,2.563,10.0,6090.0,67.8,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,36.7,21.54,11.35,364.0
55321,200,187.0,0.92,89.8,0.01,1.5e-06,2.477,10.0,6090.0,67.8,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,36.7,21.54,11.35,364.0
55319,300,281.0,0.92,89.8,0.01,4.91e-06,2.43,10.0,6090.0,67.8,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,36.7,21.54,11.35,364.0
55320,550,515.0,0.92,89.8,0.01,0.00056,1.71,10.0,6090.0,67.8,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,36.7,21.54,11.35,364.0
55257,14,19.0,0.92,98.4,0.01,4.36e-09,2.385,20.0,10600.0,107.0,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,40.77,23.32,15.37,427.0
55256,26,35.0,0.92,98.4,0.01,1.09e-08,2.505,20.0,10600.0,107.0,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,40.77,23.32,15.37,427.0
55083,60,81.0,0.92,98.4,0.01,1.17e-07,2.436,20.0,10600.0,107.0,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,40.77,23.32,15.37,427.0
55254,125,168.0,0.92,98.4,0.01,4.06e-07,2.518,20.0,10600.0,107.0,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,40.77,23.32,15.37,427.0
55253,147,198.0,0.92,98.4,0.01,9.12e-07,2.43,20.0,10600.0,107.0,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,40.77,23.32,15.37,427.0
55252,160,215.0,0.92,98.4,0.01,9.53e-07,2.477,20.0,10600.0,107.0,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,40.77,23.32,15.37,427.0
55248,173,233.0,0.92,98.4,0.01,8.08e-07,2.563,20.0,10600.0,107.0,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,40.77,23.32,15.37,427.0
55251,200,269.0,0.92,98.4,0.01,1.5e-06,2.477,20.0,10600.0,107.0,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,40.77,23.32,15.37,427.0
55249,300,403.0,0.92,98.4,0.01,4.91e-06,2.43,20.0,10600.0,107.0,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,40.77,23.32,15.37,427.0
55250,550,740.0,0.92,98.4,0.01,0.00056,1.71,20.0,10600.0,107.0,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,40.77,23.32,15.37,427.0
